loan_id,customer_id,branch_id,loan_type,loan_amount,tenure_months,interest_rate,disbursement_date,loan_status
LN000324,CUST07549,BR035,Personal Loan,341000,36,21.26,2023-02-07,Active
LN000325,CUST01198,BR033,Consumer Durable,1377000,24,12.35,2021-07-27,Active
LN000326,CUST00676,BR038,Consumer Durable,125000,18,23.38,2021-08-03,Closed
LN000327,CUST02993,BR032,Consumer Durable,1491000,36,19.13,2021-07-17,Active
LN000328,CUST03568,BR023,Consumer Durable,209000,60,13.27,2022-11-13,Closed
LN000329,CUST07915,BR035,Two-Wheeler Loan,922000,60,21.22,2022-12-06,Closed
LN000330,CUST00627,BR022,Personal Loan,1087000,24,19.77,2022-09-22,Closed
LN000331,CUST05572,BR033,Personal Loan,254000,60,21.25,2023-09-20,Active
LN000332,CUST05655,BR036,Personal Loan,76000,12,17.09,2021-06-25,Written-Off
LN000333,CUST00875,BR001,Consumer Durable,757000,12,12.21,2021-07-03,Active
LN000334,CUST02801,BR028,Personal Loan,162000,60,11.92,2022-07-01,Active
LN000335,CUST02230,BR019,Personal Loan,499000,12,11.45,2022-03-16,Active
LN000336,CUST00695,BR032,Two-Wheeler Loan,1006000,12,13.52,2021-08-01,Closed
LN000337,CUST03187,BR037,Two-Wheeler Loan,1268000,18,18.64,2022-02-02,Written-Off
LN000338,CUST05373,BR011,Personal Loan,218000,48,11.34,2021-02-26,Closed
LN000339,CUST01351,BR007,Consumer Durable,1076000,12,23.57,2022-10-21,Active
LN000340,CUST05289,BR012,Personal Loan,111000,12,14.88,2023-07-18,Active
LN000341,CUST05714,BR028,Consumer Durable,111000,48,20.8,2022-04-09,Closed
LN000342,CUST05512,BR028,Personal Loan,962000,18,15.47,2023-07-12,Active
LN000343,CUST02038,BR009,Personal Loan,38000,36,22.79,2021-12-03,Closed
LN000344,CUST00886,BR013,Consumer Durable,447000,48,10.93,2021-08-30,Active
LN000345,CUST02950,BR016,Personal Loan,398000,12,18.78,2023-06-11,Closed
LN000346,CUST07820,BR019,Consumer Durable,212000,48,11.45,2023-01-21,Active
LN000347,CUST00456,BR039,Consumer Durable,61000,24,14.57,2022-12-15,Closed
LN000348,CUST01209,BR037,Personal Loan,384000,60,11.13,2022-11-28,Written-Off
LN000349,CUST03532,BR014,Personal Loan,49000,60,12.37,2022-10-08,Active
LN000350,CUST04722,BR027,Consumer Durable,1109000,24,17.66,2022-03-18,Active
LN000351,CUST02702,BR031,Personal Loan,451000,60,16.61,2022-11-01,Written-Off
LN000352,CUST04304,BR026,Personal Loan,97000,18,23.36,2023-09-08,Closed
LN000353,CUST00744,BR005,Two-Wheeler Loan,60000,18,13.71,2021-02-23,Closed
LN000354,CUST04297,BR037,Personal Loan,255000,60,16.22,2023-07-27,Closed
LN000355,CUST03675,BR018,Personal Loan,666000,12,23.45,2021-01-13,Closed
LN000356,CUST00750,BR032,Personal Loan,72000,36,16.42,2021-01-07,Closed
LN000357,CUST00887,BR032,Personal Loan,1284000,60,14.4,2023-03-19,Active
LN000358,CUST05985,BR025,Two-Wheeler Loan,1320000,48,14.58,2021-10-18,Closed
LN000359,CUST05520,BR020,Personal Loan,96000,24,23.39,2022-05-30,Active
LN000360,CUST04717,BR039,Consumer Durable,435000,36,18.83,2021-03-16,Written-Off
LN000361,CUST05868,BR024,Personal Loan,498000,24,11.34,2023-04-24,Closed
LN000362,CUST01180,BR038,Two-Wheeler Loan,973000,24,20.01,2023-01-12,Active
LN000363,CUST02089,BR013,Personal Loan,47000,12,11.1,2021-12-12,Active
LN000364,CUST02987,BR040,Personal Loan,57000,60,22.83,2022-04-17,Closed
LN000365,CUST07759,BR017,Personal Loan,48000,36,13.88,2023-09-13,Closed
LN000366,CUST04507,BR002,Personal Loan,27000,36,11.51,2021-08-12,Written-Off
LN000367,CUST05175,BR034,Personal Loan,1106000,12,19.64,2021-09-19,Active
LN000368,CUST05693,BR002,Consumer Durable,948000,60,21.07,2022-02-25,Closed
LN000369,CUST02010,BR012,Personal Loan,246000,12,20.61,2021-01-22,Closed
LN000370,CUST04879,BR016,Personal Loan,47000,12,21.95,2022-02-21,Active
LN000371,CUST00937,BR012,Personal Loan,934000,18,13.12,2021-07-12,Active
LN000372,CUST01023,BR034,Personal Loan,1463000,60,21.56,2022-03-18,Closed
LN000373,CUST03937,BR003,Consumer Durable,31000,36,12.09,2021-01-11,Active
LN000374,CUST05411,BR022,Personal Loan,95000,12,23.98,2021-12-01,Closed
LN000375,CUST03336,BR021,Personal Loan,30000,48,17.85,2021-01-26,Active
LN000376,CUST04368,BR035,Two-Wheeler Loan,82000,18,16.66,2022-10-15,Active
LN000377,CUST06770,BR018,Personal Loan,93000,18,19.35,2022-08-29,Closed
LN000378,CUST06920,BR034,Personal Loan,463000,60,11.94,2022-04-15,Active
LN000379,CUST07826,BR015,Personal Loan,39000,12,16.75,2023-10-10,Active
LN000380,CUST05415,BR021,Two-Wheeler Loan,1163000,12,15.82,2021-03-22,Closed
LN000381,CUST06028,BR012,Personal Loan,911000,24,22.85,2023-09-05,Closed
LN000382,CUST07410,BR026,Personal Loan,351000,48,13.77,2023-06-12,Closed
LN000383,CUST07688,BR009,Two-Wheeler Loan,363000,12,11.67,2021-06-19,Active
LN000384,CUST06685,BR016,Personal Loan,756000,12,19.78,2022-02-16,Closed
LN000385,CUST06717,BR007,Two-Wheeler Loan,1130000,12,15.16,2023-12-22,Written-Off
LN000386,CUST05896,BR038,Two-Wheeler Loan,1460000,60,18.87,2023-08-19,Closed
LN000387,CUST02608,BR016,Personal Loan,375000,60,19.86,2021-07-03,Active
LN000388,CUST02858,BR003,Consumer Durable,1027000,48,10.87,2021-05-24,Closed
LN000389,CUST04552,BR010,Personal Loan,233000,48,20.45,2022-06-12,Written-Off
LN000390,CUST05937,BR011,Personal Loan,1190000,36,15.5,2021-09-19,Active
LN000391,CUST01075,BR009,Personal Loan,62000,24,19.04,2022-07-17,Active
LN000392,CUST06186,BR031,Personal Loan,134000,60,13.75,2021-02-07,Written-Off
LN000393,CUST00704,BR023,Personal Loan,715000,60,18.43,2022-06-07,Closed
LN000394,CUST03313,BR022,Personal Loan,284000,48,12.67,2021-03-31,Active
LN000395,CUST01300,BR002,Personal Loan,1475000,48,16.15,2023-05-13,Closed
LN000396,CUST01596,BR036,Personal Loan,218000,18,22.03,2021-07-10,Active
LN000397,CUST05877,BR009,Consumer Durable,82000,24,14.29,2021-10-05,Active
LN000398,CUST06530,BR011,Consumer Durable,96000,48,18.15,2022-03-19,Closed
LN000399,CUST01095,BR037,Personal Loan,392000,48,13.87,2021-11-02,Closed
LN000400,CUST07015,BR004,Personal Loan,484000,60,11.11,2022-03-15,Active
LN000401,CUST03382,BR037,Two-Wheeler Loan,48000,48,19.48,2022-06-07,Active
LN000402,CUST03178,BR016,Two-Wheeler Loan,337000,36,11.72,2021-11-17,Active
LN000403,CUST02475,BR025,Consumer Durable,359000,18,19.33,2021-05-16,Written-Off
LN000404,CUST06075,BR022,Personal Loan,600000,48,14.36,2023-03-12,Active
LN000405,CUST03202,BR008,Two-Wheeler Loan,1176000,18,19.05,2021-05-07,Active
LN000406,CUST01880,BR013,Personal Loan,731000,18,23.94,2021-02-02,Active
LN000407,CUST04827,BR026,Personal Loan,89000,24,20.5,2021-09-17,Closed
LN000408,CUST07412,BR008,Personal Loan,77000,24,18.4,2021-12-25,Active
LN000409,CUST00912,BR004,Personal Loan,446000,18,12.06,2021-06-13,Closed
LN000410,CUST02344,BR034,Personal Loan,1212000,60,17.67,2022-04-23,Active
LN000411,CUST05291,BR032,Consumer Durable,29000,18,23.8,2022-04-19,Closed
LN000412,CUST02586,BR019,Personal Loan,379000,18,19.69,2023-05-03,Active
LN000413,CUST04047,BR018,Personal Loan,589000,36,11.53,2022-08-11,Closed
LN000414,CUST04615,BR034,Two-Wheeler Loan,98000,12,17.64,2022-04-14,Closed
LN000415,CUST07974,BR032,Two-Wheeler Loan,32000,60,21.91,2022-11-16,Closed
LN000416,CUST05177,BR006,Two-Wheeler Loan,95000,48,18.44,2022-07-15,Active
LN000417,CUST02371,BR039,Consumer Durable,142000,48,14.54,2021-08-27,Active
LN000418,CUST05421,BR039,Consumer Durable,79000,60,15.27,2022-06-21,Closed
LN000419,CUST02501,BR021,Personal Loan,950000,24,12.64,2021-09-04,Active
LN000420,CUST07510,BR014,Personal Loan,493000,60,10.6,2021-01-23,Active
LN000421,CUST00950,BR021,Two-Wheeler Loan,94000,60,12.01,2021-07-17,Closed
LN000422,CUST02430,BR028,Consumer Durable,49000,12,17.71,2022-04-02,Closed
LN000423,CUST07928,BR001,Personal Loan,655000,12,14.74,2021-08-27,Written-Off
LN000424,CUST07580,BR018,Personal Loan,48000,12,17.55,2021-03-28,Active
LN000425,CUST05461,BR002,Personal Loan,57000,12,11.5,2021-07-31,Written-Off
LN000426,CUST07012,BR038,Personal Loan,1438000,60,12.79,2023-08-10,Active
LN000427,CUST00109,BR016,Personal Loan,72000,48,15.41,2021-02-23,Active
LN000428,CUST01981,BR002,Consumer Durable,276000,24,15.42,2021-02-18,Written-Off
LN000429,CUST06753,BR019,Consumer Durable,82000,60,11.87,2021-03-10,Active
LN000430,CUST03623,BR017,Personal Loan,81000,48,14.49,2022-10-30,Closed
LN000431,CUST01133,BR025,Personal Loan,391000,24,14.6,2022-03-30,Closed
LN000432,CUST05940,BR025,Personal Loan,1315000,12,14.25,2023-02-02,Written-Off
LN000433,CUST04366,BR029,Personal Loan,1048000,60,11.48,2022-03-03,Active
LN000434,CUST06425,BR007,Two-Wheeler Loan,38000,36,18.47,2021-12-25,Closed
LN000435,CUST04558,BR018,Personal Loan,303000,60,11.9,2021-03-20,Active
LN000436,CUST03698,BR040,Personal Loan,687000,24,11.9,2021-05-01,Active
LN000437,CUST06983,BR016,Personal Loan,665000,48,17.11,2021-09-01,Closed
LN000438,CUST03570,BR038,Consumer Durable,159000,24,15.47,2022-04-06,Active
LN000439,CUST01647,BR024,Consumer Durable,197000,36,17.3,2023-02-21,Closed
LN000440,CUST07477,BR016,Two-Wheeler Loan,827000,36,16.16,2022-04-24,Written-Off
LN000441,CUST06402,BR006,Personal Loan,47000,48,18.38,2022-11-06,Active
LN000442,CUST01743,BR009,Personal Loan,29000,24,23.48,2022-06-11,Written-Off
LN000443,CUST06456,BR016,Two-Wheeler Loan,220000,12,14.9,2023-04-15,Active
LN000444,CUST00736,BR035,Personal Loan,505000,36,12.73,2021-03-25,Closed
LN000445,CUST04187,BR025,Personal Loan,1315000,48,10.64,2023-08-10,Written-Off
LN000446,CUST04943,BR012,Two-Wheeler Loan,711000,18,21.32,2023-05-10,Closed
LN000447,CUST03707,BR015,Personal Loan,54000,18,19.14,2021-08-29,Closed
LN000448,CUST01373,BR027,Personal Loan,53000,60,22.29,2022-08-01,Active
LN000449,CUST00361,BR006,Personal Loan,1401000,12,11.44,2021-04-01,Closed
LN000450,CUST02640,BR005,Personal Loan,1377000,60,11.04,2023-08-22,Active
LN000451,CUST07122,BR006,Personal Loan,48000,24,15.12,2022-12-06,Active
LN000452,CUST00944,BR040,Two-Wheeler Loan,79000,18,11.9,2021-07-13,Written-Off
LN000453,CUST04830,BR038,Two-Wheeler Loan,872000,60,18.78,2021-01-12,Active
LN000454,CUST05596,BR005,Personal Loan,108000,36,13.26,2022-11-25,Closed
LN000455,CUST05192,BR010,Consumer Durable,992000,48,21.22,2022-06-29,Active
LN000456,CUST00914,BR026,Personal Loan,176000,48,14.68,2022-12-31,Closed
LN000457,CUST00658,BR015,Personal Loan,685000,36,16.47,2022-08-28,Active
LN000458,CUST04417,BR030,Personal Loan,1451000,18,17.57,2021-06-03,Closed
LN000459,CUST05540,BR010,Personal Loan,1118000,36,10.64,2021-07-23,Written-Off
LN000460,CUST06920,BR026,Personal Loan,214000,18,23.74,2022-08-16,Active
LN000461,CUST02870,BR038,Personal Loan,58000,12,18.51,2021-11-02,Closed
LN000462,CUST07619,BR024,Personal Loan,61000,36,23.1,2023-10-07,Closed
LN000463,CUST00776,BR015,Two-Wheeler Loan,928000,36,23.36,2022-02-02,Written-Off
LN000464,CUST04734,BR019,Personal Loan,1307000,12,16.05,2023-05-16,Closed
LN000465,CUST07677,BR040,Personal Loan,824000,60,22.0,2021-06-06,Closed
LN000466,CUST04177,BR004,Two-Wheeler Loan,1238000,12,12.77,2021-11-24,Closed
LN000467,CUST07847,BR029,Consumer Durable,328000,48,15.26,2022-04-17,Active
LN000468,CUST00076,BR018,Personal Loan,1249000,12,14.31,2021-08-06,Closed
LN000469,CUST02475,BR018,Two-Wheeler Loan,271000,18,13.01,2023-06-02,Closed
LN000470,CUST06064,BR004,Personal Loan,66000,24,17.09,2022-02-10,Closed
LN000471,CUST00567,BR009,Two-Wheeler Loan,96000,36,20.05,2023-08-20,Active
LN000472,CUST06645,BR035,Two-Wheeler Loan,39000,18,14.57,2023-05-01,Closed
LN000473,CUST00496,BR007,Personal Loan,152000,48,18.97,2022-03-22,Written-Off
LN000474,CUST00652,BR035,Personal Loan,252000,18,11.08,2023-07-23,Active
LN000475,CUST03347,BR032,Two-Wheeler Loan,86000,60,21.74,2022-01-02,Active
LN000476,CUST00857,BR015,Two-Wheeler Loan,53000,48,23.77,2023-11-07,Written-Off
LN000477,CUST07527,BR025,Personal Loan,411000,36,22.12,2021-12-15,Active
LN000478,CUST02094,BR024,Personal Loan,43000,36,16.32,2021-10-29,Closed
LN000479,CUST07768,BR028,Personal Loan,1248000,48,11.11,2022-11-23,Active
LN000480,CUST00595,BR014,Consumer Durable,407000,12,20.58,2021-11-11,Active
LN000481,CUST06650,BR034,Consumer Durable,432000,60,18.3,2021-01-05,Active
LN000482,CUST00011,BR032,Consumer Durable,66000,12,12.41,2022-08-21,Closed
LN000483,CUST02444,BR026,Consumer Durable,195000,48,21.37,2023-03-03,Active
LN000484,CUST05934,BR010,Personal Loan,1466000,36,10.54,2021-01-02,Closed
LN000485,CUST01777,BR026,Two-Wheeler Loan,36000,12,16.71,2022-06-29,Active
LN000486,CUST04960,BR031,Two-Wheeler Loan,41000,12,23.62,2021-07-06,Active
LN000487,CUST05703,BR037,Personal Loan,433000,48,21.94,2023-10-08,Active
LN000488,CUST07919,BR024,Personal Loan,1455000,24,11.86,2021-09-30,Written-Off
LN000489,CUST03513,BR015,Consumer Durable,31000,60,18.63,2021-12-03,Active
LN000490,CUST05105,BR010,Personal Loan,119000,48,14.93,2022-12-24,Closed
LN000491,CUST05026,BR006,Personal Loan,1142000,36,21.87,2023-02-14,Written-Off
LN000492,CUST03411,BR005,Consumer Durable,956000,18,12.95,2021-01-29,Closed
LN000493,CUST03112,BR012,Personal Loan,56000,36,12.66,2021-05-23,Active
LN000494,CUST02350,BR028,Consumer Durable,228000,60,14.38,2023-06-07,Closed
LN000495,CUST02715,BR010,Personal Loan,39000,24,15.91,2023-11-29,Active
LN000496,CUST01825,BR016,Personal Loan,901000,60,18.75,2021-04-01,Active
LN000497,CUST07205,BR036,Personal Loan,1457000,18,18.14,2023-02-03,Closed
LN000498,CUST03894,BR035,Personal Loan,33000,12,11.54,2021-12-24,Written-Off
LN000499,CUST01116,BR035,Personal Loan,168000,12,23.44,2021-09-16,Active
LN000500,CUST04289,BR010,Personal Loan,1191000,18,15.8,2023-11-11,Closed
LN000501,CUST03854,BR007,Two-Wheeler Loan,68000,36,22.37,2021-09-01,Active
LN000502,CUST06295,BR015,Two-Wheeler Loan,1259000,36,12.52,2022-11-10,Written-Off
LN000503,CUST02284,BR002,Personal Loan,223000,18,12.3,2022-10-12,Closed
LN000504,CUST00665,BR029,Personal Loan,400000,60,22.79,2023-02-12,Closed
LN000505,CUST01079,BR030,Personal Loan,60000,12,22.34,2023-04-04,Written-Off
LN000506,CUST06270,BR017,Personal Loan,1450000,36,18.68,2022-02-20,Active
LN000507,CUST06389,BR031,Consumer Durable,446000,24,21.41,2021-03-31,Written-Off
LN000508,CUST02615,BR008,Consumer Durable,1284000,18,15.79,2022-01-19,Closed
LN000509,CUST05959,BR013,Consumer Durable,71000,36,19.65,2022-07-19,Closed
LN000510,CUST03782,BR029,Consumer Durable,185000,18,12.9,2022-12-19,Written-Off
LN000511,CUST04407,BR039,Personal Loan,311000,36,20.36,2022-03-24,Written-Off
LN000512,CUST02836,BR023,Personal Loan,98000,18,21.59,2022-01-28,Closed
LN000513,CUST02723,BR012,Personal Loan,1452000,48,15.39,2022-10-31,Active
LN000514,CUST07180,BR024,Personal Loan,30000,18,13.83,2021-05-04,Closed
LN000515,CUST05307,BR030,Personal Loan,642000,12,21.16,2022-10-07,Closed
LN000516,CUST05054,BR036,Personal Loan,163000,18,12.51,2021-12-31,Active
LN000517,CUST00241,BR035,Personal Loan,29000,60,15.45,2023-07-05,Closed
LN000518,CUST02162,BR011,Personal Loan,222000,48,14.03,2023-03-26,Closed
LN000519,CUST00476,BR019,Two-Wheeler Loan,58000,48,17.86,2022-04-08,Active
LN000520,CUST03661,BR033,Personal Loan,491000,24,19.84,2022-07-25,Closed
LN000521,CUST02949,BR039,Personal Loan,71000,12,22.13,2022-09-18,Active
LN000522,CUST01869,BR003,Two-Wheeler Loan,72000,60,22.22,2022-10-07,Closed
LN000523,CUST03446,BR024,Personal Loan,458000,18,20.79,2021-12-16,Closed
LN000524,CUST06437,BR023,Personal Loan,100000,24,19.41,2022-11-07,Closed
LN000525,CUST05399,BR003,Personal Loan,395000,12,21.54,2023-10-29,Active
LN000526,CUST00079,BR020,Two-Wheeler Loan,1036000,48,13.19,2021-06-14,Closed
LN000527,CUST06900,BR005,Personal Loan,251000,60,13.69,2021-01-12,Closed
LN000528,CUST03337,BR021,Personal Loan,800000,18,17.68,2023-11-10,Closed
LN000529,CUST07386,BR030,Two-Wheeler Loan,768000,48,17.75,2021-04-28,Closed
LN000530,CUST07923,BR030,Personal Loan,254000,12,21.81,2022-08-27,Active
LN000531,CUST06572,BR038,Personal Loan,387000,18,18.54,2021-09-07,Active
LN000532,CUST03565,BR006,Two-Wheeler Loan,55000,60,23.42,2023-03-02,Closed
LN000533,CUST06954,BR007,Consumer Durable,94000,48,19.75,2023-06-19,Closed
LN000534,CUST00158,BR034,Two-Wheeler Loan,259000,48,18.14,2023-02-08,Active
LN000535,CUST01516,BR012,Two-Wheeler Loan,187000,36,12.83,2022-03-01,Active
LN000536,CUST05663,BR024,Consumer Durable,70000,12,12.87,2021-01-23,Closed
LN000537,CUST06782,BR012,Two-Wheeler Loan,65000,60,12.73,2021-03-25,Closed
LN000538,CUST06421,BR008,Two-Wheeler Loan,100000,48,16.92,2022-01-22,Active
LN000539,CUST01643,BR039,Two-Wheeler Loan,86000,48,21.91,2023-01-10,Closed
LN000540,CUST04749,BR025,Two-Wheeler Loan,821000,48,11.67,2023-08-02,Active
LN000541,CUST03784,BR031,Two-Wheeler Loan,86000,60,18.84,2023-03-06,Active
LN000542,CUST01486,BR020,Consumer Durable,146000,12,19.61,2021-10-03,Active
LN000543,CUST07918,BR025,Consumer Durable,260000,18,20.46,2022-02-28,Closed
LN000544,CUST07744,BR014,Personal Loan,353000,12,21.89,2023-06-21,Closed
LN000545,CUST07913,BR031,Personal Loan,546000,18,14.94,2021-08-19,Closed
LN000546,CUST07224,BR011,Personal Loan,85000,60,13.24,2023-04-12,Closed
LN000547,CUST01175,BR038,Consumer Durable,98000,60,19.68,2023-01-04,Closed
LN000548,CUST02806,BR024,Personal Loan,1437000,60,14.09,2022-11-02,Active
LN000549,CUST00271,BR021,Personal Loan,74000,18,19.79,2023-06-24,Closed
LN000550,CUST01820,BR036,Two-Wheeler Loan,1418000,12,16.43,2022-09-19,Written-Off
LN000551,CUST04858,BR018,Personal Loan,488000,24,21.57,2021-08-22,Active
LN000552,CUST04653,BR013,Personal Loan,1464000,36,23.34,2023-01-11,Written-Off
LN000553,CUST06124,BR023,Personal Loan,1329000,18,12.09,2021-10-16,Closed
LN000554,CUST03518,BR008,Personal Loan,53000,18,18.17,2021-08-22,Active
LN000555,CUST07993,BR025,Personal Loan,1081000,60,14.97,2023-12-08,Closed
LN000556,CUST02686,BR030,Personal Loan,29000,24,18.85,2022-11-01,Active
LN000557,CUST04075,BR034,Consumer Durable,47000,12,12.35,2022-02-10,Closed
LN000558,CUST03356,BR035,Personal Loan,405000,60,13.84,2021-09-12,Closed
LN000559,CUST04201,BR028,Personal Loan,1031000,12,17.57,2021-09-19,Active
LN000560,CUST06878,BR040,Personal Loan,31000,60,13.67,2021-11-23,Active
LN000561,CUST00598,BR011,Two-Wheeler Loan,341000,36,23.1,2021-10-16,Closed
LN000562,CUST03427,BR005,Personal Loan,492000,24,21.69,2021-04-08,Closed
LN000563,CUST05478,BR013,Personal Loan,300000,12,13.96,2022-05-15,Active
LN000564,CUST05668,BR010,Personal Loan,377000,12,17.37,2022-03-13,Written-Off
LN000565,CUST02319,BR001,Personal Loan,695000,36,13.73,2023-10-13,Active
LN000566,CUST02552,BR035,Personal Loan,420000,12,21.44,2023-10-15,Written-Off
LN000567,CUST03343,BR001,Personal Loan,129000,48,10.84,2021-10-01,Written-Off
LN000568,CUST01707,BR033,Personal Loan,1487000,36,20.34,2022-11-24,Written-Off
LN000569,CUST05937,BR003,Personal Loan,92000,60,22.67,2022-09-24,Active
LN000570,CUST07153,BR003,Personal Loan,97000,60,11.3,2021-08-23,Written-Off
LN000571,CUST05185,BR027,Personal Loan,622000,36,23.93,2023-12-09,Active
LN000572,CUST05441,BR006,Personal Loan,52000,60,18.56,2021-06-01,Active
LN000573,CUST07039,BR016,Two-Wheeler Loan,66000,36,11.35,2023-10-15,Closed
LN000574,CUST00008,BR032,Consumer Durable,1423000,18,18.85,2023-10-01,Written-Off
LN000575,CUST05025,BR005,Consumer Durable,30000,12,15.67,2021-02-18,Active
LN000576,CUST06060,BR004,Personal Loan,1271000,36,19.75,2022-05-18,Closed
LN000577,CUST06306,BR019,Two-Wheeler Loan,949000,48,13.12,2022-06-19,Active
LN000578,CUST03594,BR033,Personal Loan,95000,24,19.89,2023-12-30,Active
LN000579,CUST06511,BR008,Personal Loan,1108000,18,17.37,2023-05-26,Active
LN000580,CUST00336,BR013,Two-Wheeler Loan,100000,48,23.15,2021-08-10,Written-Off
LN000581,CUST01872,BR028,Personal Loan,77000,36,13.87,2023-07-13,Active
LN000582,CUST06299,BR021,Personal Loan,148000,48,16.15,2022-11-12,Active
LN000583,CUST05325,BR007,Consumer Durable,140000,18,16.94,2022-11-27,Active
LN000584,CUST06719,BR008,Two-Wheeler Loan,165000,60,18.12,2022-03-29,Active
LN000585,CUST06837,BR029,Personal Loan,35000,60,12.09,2023-06-19,Active
LN000586,CUST05167,BR003,Personal Loan,243000,60,17.33,2022-02-23,Closed
LN000587,CUST01516,BR010,Personal Loan,436000,36,15.4,2021-03-15,Active
LN000588,CUST05582,BR021,Consumer Durable,81000,36,10.93,2021-08-01,Closed
LN000589,CUST03593,BR032,Consumer Durable,28000,60,18.87,2022-07-07,Written-Off
LN000590,CUST05631,BR031,Personal Loan,1238000,36,16.15,2021-09-03,Active
LN000591,CUST06228,BR025,Personal Loan,719000,48,13.32,2022-01-12,Active
LN000592,CUST00044,BR026,Personal Loan,63000,48,13.2,2023-03-11,Closed
LN000593,CUST07085,BR005,Personal Loan,261000,48,12.05,2022-04-19,Active
LN000594,CUST06048,BR037,Consumer Durable,45000,36,20.16,2023-11-29,Active
LN000595,CUST06013,BR031,Personal Loan,198000,60,18.79,2023-01-23,Active
LN000596,CUST03024,BR012,Two-Wheeler Loan,58000,18,15.72,2023-03-04,Active
LN000597,CUST04114,BR032,Consumer Durable,100000,18,17.03,2022-07-06,Active
LN000598,CUST05130,BR005,Personal Loan,94000,24,20.55,2023-06-06,Closed
LN000599,CUST05297,BR013,Consumer Durable,941000,24,13.3,2021-10-25,Closed
LN000600,CUST02960,BR019,Personal Loan,1333000,24,17.05,2022-02-19,Written-Off
LN000601,CUST00249,BR013,Personal Loan,56000,18,13.35,2022-05-22,Active
LN000602,CUST06309,BR025,Personal Loan,214000,48,19.69,2021-08-31,Closed
